"id","name","nationality","nat_position","nat_kit","club","club_position","club_kit","club_join","contract_expiration","rate","height","weight","pref_foot","birth","age","pref_position"
183,"Hatem Ben Arfa","France",,,"PSG","Sub",21,"07/01/2016",2018,83,"178 cm","74 kg","Left","03/07/1987",30,"CAM/ST"
184,"Joe Hart","England","GK",1,"Torino","GK",21,"05/24/2006",2019,83,"196 cm","91 kg","Right","04/19/1987",29,"GK"
185,"Juanfran","Spain",,,"Atlético Madrid","RB",20,"01/01/2011",2018,83,"180 cm","72 kg","Right","01/09/1985",32,"RB"
186,"Wesley Sneijder","Netherlands","Sub",20,"Galatasaray","CAM",10,"01/22/2013",2018,83,"170 cm","72 kg","Right","06/09/1984",32,"CAM"
187,"Nani","Portugal","Sub",17,"Valencia CF","LW",17,"07/05/2016",2019,83,"175 cm","66 kg","Right","11/17/1986",30,"LW/CAM/LM"
188,"Stephan Lichtsteiner","Switzerland","RB",2,"Juventus","RB",26,"07/01/2011",2018,83,"182 cm","74 kg","Right","01/16/1984",33,"RB/RM"
189,"Wayne Rooney","England","Sub",10,"Manchester Utd","Sub",10,"08/31/2004",2019,83,"176 cm","83 kg","Right","10/24/1985",31,"CAM/CM"
190,"Daniele De Rossi","Italy","CDM",16,"Roma","RCM",16,"07/01/2002",2017,83,"184 cm","83 kg","Right","07/24/1983",33,"CDM"
191,"José Reina","Spain","Sub",23,"Napoli","GK",25,"07/01/2015",2018,83,"188 cm","92 kg","Right","08/31/1982",34,"GK"
192,"Quaresma","Portugal","RM",20,"Besiktas","RM",7,"07/22/2015",2020,83,"175 cm","67 kg","Right","09/26/1983",33,"RM/LM"
193,"Marco Asensio","Spain",,,"Real Madrid","Sub",20,"01/22/2015",2021,82,"178 cm","70 kg","Left","01/21/1996",21,"CAM/LM/LW"
194,"Bernardo Silva","Portugal","Sub",11,"AS Monaco","RM",10,"01/20/2015",2020,83,"173 cm","64 kg","Left","08/10/1994",22,"RM/CAM"
195,"Islam Slimani","Algeria",,,"Leicester City","Sub",19,"08/31/2016",2021,82,"188 cm","79 kg","Right","06/18/1988",28,"ST"
196,"Jonathan Tah","Germany",,,"Bayer 04","Sub",4,"07/16/2015",2020,82,"194 cm","98 kg","Right","02/11/1996",21,"CB"
197,"Anthony Martial","France",,,"Manchester Utd","LW",11,"09/01/2015",2019,82,"184 cm","76 kg","Right","12/05/1995",21,"LM/ST"
198,"Dele Alli","England","CAM",16,"Spurs","LS",20,"02/02/2015",2022,82,"188 cm","80 kg","Right","04/11/1996",20,"CAM/LM"
199,"Ederson","Brazil","Sub",23,"SL Benfica","GK",1,"07/01/2015",2023,82,"188 cm","83 kg","Left","08/17/1993",23,"GK"
200,"Mohamed Salah","Egypt","ST",10,"Roma","RF",11,"01/26/2014",2019,82,"175 cm","72 kg","Left","06/15/1992",24,"RW"
201,"Sadio Mané","Senegal",,,"Liverpool","RW",19,"07/01/2016",2020,82,"175 cm","75 kg","Right","04/10/1992",24,"RW"
202,"Lucas Vázquez","Spain",,,"Real Madrid","Sub",17,"07/02/2015",2021,82,"173 cm","69 kg","Right","07/01/1991",25,"RW/RM"
203,"Franco Vázquez","Italy",,,"Sevilla FC","Sub",22,"07/16/2016",2021,82,"186 cm","82 kg","Left","02/22/1989",28,"CAM/ST/CF"
204,"Manu Trigueros","Spain",,,"Villarreal CF","RCM",14,"07/01/2011",2022,82,"178 cm","71 kg","Right","10/17/1991",25,"CM"
205,"Samuel Umtiti","France","LCB",22,"FC Barcelona","CB",23,"07/12/2016",2021,82,"181 cm","75 kg","Left","11/14/1993",23,"CB"
206,"Stefan Savic","Montenegro",,,"Atlético Madrid","RCB",15,"07/20/2015",2020,82,"186 cm","73 kg","Right","01/08/1991",26,"CB"
207,"Roque Mesa","Spain",,,"UD Las Palmas","CDM",15,"07/08/2014",2020,82,"171 cm","73 kg","Right","06/07/1989",27,"CDM/CM"
208,"Loris Karius","Germany",,,"Liverpool","Sub",1,"07/01/2016",2021,82,"190 cm","87 kg","Right","06/22/1993",23,"GK"
209,"Alessandro Florenzi","Italy",,,"Roma","Sub",24,"07/01/2010",2019,82,"173 cm","67 kg","Right","03/11/1991",26,"RB/CM"
210,"Virgil van Dijk","Netherlands","LCB",4,"Southampton","LCB",17,"09/01/2015",2020,82,"193 cm","92 kg","Right","07/08/1991",25,"CB"
211,"Jack Butland","England",,,"Stoke City","Sub",1,"01/31/2013",2021,82,"196 cm","95 kg","Right","03/10/1993",24,"GK"
212,"Morata","Spain","Sub",7,"Real Madrid","Sub",21,"07/01/2016",2021,82,"189 cm","85 kg","Right","10/23/1992",24,"ST/LW"
213,"Lucas","Brazil",,,"PSG","Sub",7,"01/01/2013",2019,82,"172 cm","72 kg","Right","08/13/1992",24,"RW/LW"
214,"Yevhen Konoplyanka","Ukraine",,,"FC Schalke 04","Sub",11,"07/09/2015",2019,82,"178 cm","78 kg","Right","09/29/1989",27,"LM"
215,"Francesco Acerbi","Italy",,,"Sassuolo","RCB",15,"07/08/2013",2018,82,"192 cm","88 kg","Left","08/10/1988",28,"CB"
216,"Nolito","Spain",,,"Manchester City","Sub",9,"07/01/2016",2019,82,"175 cm","72 kg","Right","10/15/1986",30,"LW/LM"
217,"Granit Xhaka","Switzerland","LDM",10,"Arsenal","Sub",29,"07/01/2016",2021,82,"185 cm","82 kg","Left","09/27/1992",24,"CDM/CM"
218,"Stefan de Vrij","Netherlands","Sub",15,"Lazio","RCB",3,"07/30/2014",2018,82,"189 cm","78 kg","Right","02/05/1992",25,"CB"
219,"Jonathan Viera","Spain",,,"UD Las Palmas","LCM",21,"07/17/2015",2021,82,"170 cm","64 kg","Right","10/01/1989",27,"CM/CAM"
220,"Pizzi","Portugal",,,"SL Benfica","CM",21,"07/30/2013",2022,82,"172 cm","66 kg","Right","10/06/1989",27,"CM/LM"
221,"Serge Aurier","Ivory Coast","RB",23,"PSG","Sub",19,"01/26/2012",2019,82,"176 cm","76 kg","Right","12/24/1992",24,"RB"
222,"Grzegorz Krychowiak","Poland","RCM",10,"PSG","Sub",4,"07/03/2016",2021,82,"186 cm","85 kg","Right","01/29/1990",27,"CDM"
223,"Kevin Kampl","Slovenia","Sub",20,"Bayer 04","LDM",44,"08/28/2015",2020,82,"178 cm","65 kg","Right","10/09/1990",26,"CM/CDM"
224,"Dejan Lovren","Croatia",,,"Liverpool","LCB",6,"07/27/2014",2019,82,"188 cm","84 kg","Right","07/05/1989",27,"CB"
225,"Gary Medel","Chile","RCB",17,"Inter","Sub",17,"08/16/2014",2018,82,"171 cm","71 kg","Right","08/03/1987",29,"CDM/CB"
226,"Idrissa Gueye","Senegal",,,"Everton","RDM",17,"08/03/2016",2020,82,"174 cm","72 kg","Right","09/26/1989",27,"CDM/CM"
227,"Víctor Ruíz","Spain",,,"Villarreal CF","LCB",6,"07/01/2015",2019,82,"185 cm","78 kg","Left","01/25/1989",28,"CB"
228,"Ricardo Rodríguez","Switzerland","LB",13,"VfL Wolfsburg","LCB",34,"01/13/2012",2019,82,"180 cm","77 kg","Left","08/25/1992",24,"LB/CB"
229,"Xherdan Shaqiri","Switzerland","RAM",23,"Stoke City","RM",22,"08/11/2015",2020,82,"169 cm","72 kg","Left","10/10/1991",25,"RM/LM"
230,"Ciro Immobile","Italy","LS",11,"Lazio","ST",17,"07/27/2016",2021,82,"185 cm","85 kg","Right","02/20/1990",27,"ST"
231,"Nathaniel Clyne","England","Sub",12,"Liverpool","RB",2,"07/01/2015",2020,82,"175 cm","67 kg","Right","04/05/1991",25,"RB/RWB"
232,"Iborra","Spain",,,"Sevilla FC","Sub",8,"08/20/2013",2020,82,"195 cm","88 kg","Right","01/16/1988",29,"CDM/CM"
233,"Jack Wilshere","England",,,"Bournemouth","Sub",32,"01/05/2009",2018,82,"172 cm","68 kg","Left","01/01/1992",25,"CM/CDM"
234,"Shinji Kagawa","Japan",,,"Bor. Dortmund","Sub",23,"08/31/2014",2018,82,"172 cm","64 kg","Right","03/17/1989",28,"CAM/CF"
235,"Kevin Trapp","Germany",,,"PSG","GK",1,"07/08/2015",2020,82,"189 cm","88 kg","Right","07/08/1990",26,"GK"
236,"Taison","Brazil","Sub",22,"Shakhtar Donetsk","LM",28,"01/11/2013",2017,82,"172 cm","64 kg","Right","01/13/1988",29,"LM/CAM"
237,"Kyle Walker","England","RB",2,"Spurs","RWB",2,"07/01/2009",2021,82,"183 cm","83 kg","Right","05/28/1990",26,"RB/RWB"
238,"Marlos","Brazil",,,"Shakhtar Donetsk","RM",11,"07/04/2014",2019,82,"174 cm","69 kg","Left","06/07/1988",28,"RM"
239,"Luiz Gustavo","Brazil",,,"VfL Wolfsburg","LDM",22,"08/16/2013",2018,82,"187 cm","80 kg","Left","07/23/1987",29,"CDM/CM"
240,"Giuliano","Brazil","Sub",18,"Zenit","RCM",7,"07/26/2016",2020,82,"172 cm","68 kg","Right","05/31/1990",26,"CAM/RM"
241,"Gylfi Sigurðsson","Iceland",,,"Swansea City","LM",23,"07/23/2014",2020,82,"186 cm","77 kg","Right","09/09/1989",27,"CAM/CF"
242,"Yacine Brahimi","Algeria",,,"FC Porto","LM",8,"07/22/2014",2019,82,"175 cm","66 kg","Right","02/08/1990",27,"LW"
243,"Marko Arnautovic","Austria","LF",7,"Stoke City","LM",10,"09/02/2013",2020,82,"192 cm","83 kg","Right","04/19/1989",27,"LM/LW"
244,"Jordan Henderson","England","RDM",8,"Liverpool","CDM",14,"06/09/2011",2020,82,"182 cm","67 kg","Right","06/17/1990",26,"CDM/CM"
245,"Orestis Karnezis","Greece","GK",1,"Udinese","GK",1,"07/18/2013",2019,82,"190 cm","79 kg","Right","07/11/1985",31,"GK"
246,"Mamadou Sakho","France",,,"Crystal Palace","LCB",12,"09/02/2013",2020,81,"187 cm","83 kg","Left","02/13/1990",27,"CB"
247,"Adil Rami","France","Sub",5,"Sevilla FC","RCB",23,"07/01/2015",2019,82,"190 cm","88 kg","Right","12/27/1985",31,"CB"
248,"Fernando Néstor Muslera","Uruguay","GK",1,"Galatasaray","GK",1,"08/11/2011",2018,82,"190 cm","84 kg","Right","06/16/1986",30,"GK"
249,"Vedran Corluka","Croatia",,,"Lokomotiv Moscow","RCB",14,"06/27/2012",2020,82,"192 cm","84 kg","Right","02/05/1986",31,"CB"
250,"Edin Džeko","Bosnia Herzegovina",,,"Roma","ST",9,"07/01/2015",2020,82,"193 cm","84 kg","Right","03/17/1986",31,"ST"
251,"Séamus Coleman","Republic of Ireland","RB",2,"Everton","Sub",23,"02/04/2009",2019,82,"177 cm","77 kg","Right","10/11/1988",28,"RB"
252,"Javier Hernández","Mexico","ST",14,"Bayer 04","ST",7,"08/31/2015",2018,82,"175 cm","73 kg","Right","06/01/1988",28,"ST"
253,"Beñat","Spain",,,"Athletic Bilbao","LCM",7,"06/26/2013",2018,82,"175 cm","72 kg","Right","02/19/1987",30,"CM"
254,"Lars Bender","Germany",,,"Bayer 04","RDM",8,"08/18/2009",2019,82,"185 cm","80 kg","Right","04/27/1989",27,"CDM/CM"
255,"Axel Witsel","Belgium","LCM",6,"Free Agents","Res",99,"01/03/2017",2019,82,"186 cm","73 kg","Right","01/12/1989",28,"CM/CDM"
256,"Morgan Schneiderlin","France",,,"Everton","LDM",2,"01/12/2017",2021,82,"185 cm","75 kg","Right","11/08/1989",27,"CDM/CM"
257,"Kevin Mirallas","Belgium","Sub",11,"Everton","LM",11,"08/19/2012",2018,82,"182 cm","70 kg","Right","10/05/1987",29,"LM/LW"
258,"Carlos Vela","Mexico","RW",11,"Real Sociedad","RW",11,"07/01/2012",2018,82,"177 cm","75 kg","Left","03/01/1989",28,"RW/ST"
259,"Emiliano Viviano","Italy",,,"Sampdoria","GK",2,"06/30/2016",2021,82,"195 cm","90 kg","Left","12/01/1985",31,"GK"
260,"Antonio Valencia","Ecuador","RM",16,"Manchester Utd","RB",25,"06/30/2009",2018,82,"181 cm","78 kg","Right","08/04/1985",31,"RB"
261,"Gonzalo Castro","Germany",,,"Bor. Dortmund","LCM",27,"07/01/2015",2020,82,"172 cm","74 kg","Right","06/11/1987",29,"CM/RM"
262,"Falcao","Colombia",,,"AS Monaco","RS",9,"07/01/2013",2018,82,"177 cm","72 kg","Right","02/10/1986",31,"ST"
263,"Diego Alves","Brazil","Sub",12,"Valencia CF","GK",1,"07/01/2011",2019,82,"187 cm","83 kg","Left","06/24/1985",31,"GK"
264,"Andrea Consigli","Italy",,,"Sassuolo","GK",47,"09/01/2014",2018,82,"189 cm","82 kg","Right","01/27/1987",30,"GK"
265,"João Moutinho","Portugal","Sub",8,"AS Monaco","Sub",8,"07/01/2013",2018,82,"170 cm","61 kg","Right","09/08/1986",30,"CM/CAM"
266,"Moussa Dembélé","Belgium","Sub",19,"Spurs","LCM",19,"08/01/2012",2019,82,"185 cm","88 kg","Left","07/16/1987",29,"CM/CDM"
267,"Michael Krohn-Dehli","Denmark","Sub",14,"Sevilla FC","Sub",7,"06/25/2015",2017,82,"170 cm","68 kg","Right","06/06/1983",33,"LM/CAM"
268,"Loïc Perrin","France",,,"AS Saint-Étienne","LCB",24,"12/10/2004",2018,82,"181 cm","80 kg","Right","08/07/1985",31,"CB"
269,"Lucas Biglia","Argentina","RCM",6,"Lazio","CDM",20,"07/20/2013",2018,82,"178 cm","63 kg","Right","01/30/1986",31,"CDM/CM"
270,"Benoît Costil","France","Sub",23,"Stade Rennais","GK",1,"06/14/2011",2017,82,"188 cm","86 kg","Right","07/03/1987",29,"GK"
271,"Raúl Albiol","Spain",,,"Napoli","RCB",33,"07/21/2013",2020,82,"190 cm","82 kg","Right","09/04/1985",31,"CB"
272,"Mario Gómez","Germany","ST",23,"VfL Wolfsburg","ST",33,"08/17/2016",2019,82,"189 cm","88 kg","Right","07/10/1985",31,"ST"
273,"Gabi","Spain",,,"Atlético Madrid","RCM",14,"07/01/2011",2018,82,"180 cm","74 kg","Right","07/10/1983",33,"CM/CDM"
274,"Diego López","Spain",,,"RCD Espanyol","GK",13,"08/13/2014",2018,82,"196 cm","89 kg","Right","11/03/1981",35,"GK"
275,"Raffael","Brazil",,,"Bor. Mgladbach","LS",11,"07/01/2013",2019,82,"174 cm","69 kg","Right","03/28/1985",32,"CF/ST"
276,"Alejandro Gómez","Argentina",,,"Atalanta","LS",10,"09/02/2014",2020,82,"165 cm","68 kg","Right","02/15/1988",29,"LW/CF"
277,"Gonzalo Rodríguez","Argentina",,,"Fiorentina","CB",2,"08/03/2012",2017,82,"182 cm","79 kg","Right","04/10/1984",32,"CB"
278,"Vincent Enyeama","Nigeria",,,"LOSC Lille","GK",1,"01/01/2011",2019,82,"182 cm","87 kg","Right","08/29/1982",34,"GK"
279,"Kaká","Brazil",,,"Orlando City","Res",10,"07/01/2014",2017,82,"186 cm","83 kg","Right","04/22/1982",34,"CAM/CF"
280,"Fernandinho","Brazil","Sub",17,"Manchester City","Sub",25,"07/01/2013",2018,82,"179 cm","67 kg","Right","05/04/1985",31,"CDM/CM"
281,"David Villa","Spain",,,"NYCFC","ST",7,"07/01/2014",2017,82,"175 cm","69 kg","Right","12/03/1981",35,"ST"
282,"Victor Valdés","Spain",,,"Middlesbrough","GK",26,"07/08/2016",2018,82,"183 cm","78 kg","Right","01/14/1982",35,"GK"
283,"Per Mertesacker","Germany",,,"Arsenal","Sub",4,"08/31/2011",2018,82,"198 cm","90 kg","Right","09/29/1984",32,"CB"
284,"Patrice Evra","France",,,"Olym. Marseille","LB",21,"01/26/2017",2018,82,"174 cm","76 kg","Left","05/15/1981",35,"LB/LM"
285,"Xabi Alonso","Spain",,,"FC Bayern","Sub",14,"08/29/2014",2017,82,"183 cm","80 kg","Right","11/25/1981",35,"CDM/CM"
286,"Michael Carrick","England",,,"Manchester Utd","CDM",16,"08/31/2006",2017,82,"188 cm","74 kg","Right","07/28/1981",35,"CDM/CM"
287,"Andrea Pirlo","Italy",,,"NYCFC","CM",21,"07/06/2015",2023,82,"177 cm","68 kg","Right","05/19/1979",37,"CM/CDM"
288,"Casillas","Spain",,,"FC Porto","GK",1,"07/12/2015",2017,82,"185 cm","84 kg","Left","05/20/1981",35,"GK"
289,"Ousmane Dembélé","France","RM",11,"Bor. Dortmund","RW",7,"07/01/2016",2021,81,"178 cm","67 kg","Left","05/15/1997",19,"RM/CAM"
290,"Corentin Tolisso","France","Sub",6,"Olym. Lyonnais","LCM",8,"08/01/2013",2020,81,"181 cm","78 kg","Right","08/03/1994",22,"CM/CDM"
291,"Marcelo Brozovic","Croatia",,,"Inter","Sub",77,"07/01/2016",2019,81,"181 cm","68 kg","Right","11/16/1992",24,"CM/CDM"
292,"Federico Bernardeschi","Italy","Sub",21,"Fiorentina","LF",10,"07/01/2011",2019,81,"183 cm","75 kg","Left","02/16/1994",23,"RM/LM"
293,"Niklas Süle","Germany","Sub",11,"1899 Hoffenheim","RCB",25,"05/11/2013",2019,81,"195 cm","95 kg","Right","09/03/1995",21,"CB"
294,"Domenico Berardi","Italy",,,"Sassuolo","RW",25,"07/01/2012",2019,81,"183 cm","72 kg","Left","08/01/1994",22,"RW"
295,"Morgan Sanson","France",,,"Olym. Marseille","LCM",8,"01/18/2017",2021,81,"180 cm","72 kg","Right","08/18/1994",22,"CDM/RM"
296,"Samu Castillejo","Spain",,,"Villarreal CF","RM",19,"07/01/2015",2020,81,"182 cm","67 kg","Left","01/18/1995",22,"RM/LM"
297,"Adrien Rabiot","France","Sub",18,"PSG","CDM",25,"07/02/2012",2019,81,"188 cm","71 kg","Left","04/03/1995",21,"CM"
298,"Leon Goretzka","Germany",,,"FC Schalke 04","CAM",8,"07/02/2013",2018,81,"189 cm","79 kg","Right","02/06/1995",22,"CM/CDM"
299,"Quincy Promes","Netherlands","LW",7,"Spartak Moscow","RM",10,"08/08/2014",2021,81,"174 cm","70 kg","Right","01/04/1992",25,"RM/ST"
300,"Andrea Belotti","Italy","RS",23,"Torino","ST",9,"08/17/2015",2021,81,"181 cm","72 kg","Right","12/20/1993",23,"ST"
301,"Jonas Hector","Germany","LB",3,"1. FC Köln","LB",14,"02/25/2012",2021,81,"185 cm","75 kg","Left","05/27/1990",26,"LB/CDM"
302,"Mateo Kovacic","Croatia",,,"Real Madrid","Sub",16,"08/19/2015",2021,81,"178 cm","77 kg","Right","05/06/1994",22,"CM"
303,"Sergio Rico","Spain","Sub",13,"Sevilla FC","GK",1,"07/01/2012",2019,81,"194 cm","88 kg","Right","09/01/1993",23,"GK"
304,"Oleg Shatov","Russia",,,"Zenit","LW",17,"08/14/2013",2020,81,"173 cm","73 kg","Right","07/29/1990",26,"LM/RW"
305,"Jorginho","Italy",,,"Napoli","Sub",8,"01/18/2014",2020,81,"180 cm","65 kg","Right","12/20/1991",25,"CM"
306,"Florian Thauvin","France","Sub",17,"Olym. Marseille","RW",26,"08/19/2015",2020,81,"179 cm","70 kg","Left","01/26/1993",24,"RW/RM"
307,"Michy Batshuayi","Belgium","Sub",22,"Chelsea","Sub",23,"07/04/2016",2021,80,"185 cm","78 kg","Right","10/02/1993",23,"ST"
308,"Iñigo Martínez","Spain",,,"Real Sociedad","LCB",6,"08/01/2011",2021,81,"181 cm","77 kg","Left","05/17/1991",25,"CB"
309,"Suso","Spain",,,"Milan","RW",8,"01/17/2015",2019,81,"176 cm","70 kg","Left","11/19/1993",23,"RW"
310,"Deulofeu","Spain","Sub",14,"Milan","LW",7,"07/01/2015",2018,81,"179 cm","73 kg","Right","03/13/1994",23,"RM/LW"
311,"Felipe Anderson","Brazil",,,"Lazio","RW",10,"07/09/2013",2020,81,"175 cm","70 kg","Right","04/15/1993",23,"RW/RM"
312,"Jasper Cillessen","Netherlands","Sub",23,"FC Barcelona","Sub",13,"08/25/2016",2021,81,"185 cm","83 kg","Right","04/22/1989",27,"GK"
313,"Wissam Ben Yedder","France",,,"Sevilla FC","Sub",12,"07/30/2016",2021,81,"170 cm","68 kg","Right","08/12/1990",26,"ST"
314,"Lucas Pérez","Spain",,,"Arsenal","Sub",9,"08/30/2016",2020,81,"180 cm","73 kg","Left","09/10/1988",28,"ST"
315,"Ross Barkley","England","Sub",22,"Everton","RM",8,"12/08/2010",2018,81,"189 cm","76 kg","Right","12/05/1993",23,"CAM/CM"
316,"Cédric Bakambu","DR Congo",,,"Villarreal CF","LS",17,"08/20/2015",2020,81,"182 cm","73 kg","Right","04/11/1991",25,"ST/LM"
317,"Bartra","Spain",,,"Bor. Dortmund","LCB",5,"07/01/2016",2020,81,"184 cm","73 kg","Right","01/15/1991",26,"CB"
318,"André Schürrle","Germany","Sub",9,"Bor. Dortmund","Sub",21,"08/01/2016",2021,81,"184 cm","74 kg","Right","11/06/1990",26,"LM/RM"
319,"Roberto Pereyra","Argentina",,,"Watford","Sub",37,"08/19/2016",2021,81,"182 cm","77 kg","Right","01/07/1991",26,"CM/CAM"
320,"Mario Gaspar","Spain",,,"Villarreal CF","RB",2,"07/01/2008",2022,81,"182 cm","74 kg","Right","11/24/1990",26,"RB"
321,"Fabián Orellana","Chile","Sub",14,"Valencia CF","CAM",15,"01/01/2013",2019,81,"171 cm","70 kg","Right","01/27/1986",31,"RW/CM/LW"
322,"Lukáš Hrádecký","Finland","GK",1,"Eint. Frankfurt","GK",1,"08/07/2015",2018,81,"190 cm","80 kg","Right","11/24/1989",27,"GK"
323,"Daley Blind","Netherlands","LB",5,"Manchester Utd","LB",17,"09/01/2014",2018,81,"180 cm","72 kg","Left","03/09/1990",27,"CB/CDM"
324,"De Marcos","Spain",,,"Athletic Bilbao","RB",18,"07/01/2009",2019,81,"180 cm","76 kg","Right","04/14/1989",27,"RB/RW"
325,"Wilfried Bony","Ivory Coast","Sub",12,"Stoke City","Sub",12,"01/14/2015",2019,81,"182 cm","90 kg","Right","12/10/1988",28,"ST"
326,"Iturraspe","Spain",,,"Athletic Bilbao","Sub",8,"07/01/2008",2019,81,"187 cm","75 kg","Right","03/08/1989",28,"CM"
327,"Parejo","Spain",,,"Valencia CF","LCM",10,"07/01/2011",2020,81,"180 cm","75 kg","Right","04/16/1989",27,"CM/CDM"
328,"Salomón Rondón","Venezuela","RS",23,"West Brom","ST",9,"08/10/2015",2019,81,"189 cm","85 kg","Right","09/16/1989",27,"ST"
329,"Daniel Carriço","Portugal",,,"Sevilla FC","Sub",6,"06/23/2014",2018,81,"180 cm","80 kg","Right","08/04/1988",28,"CB/CDM"
330,"Bas Dost","Netherlands","Sub",19,"Sporting CP","RS",28,"08/28/2016",2020,81,"196 cm","78 kg","Right","05/31/1989",27,"ST"
331,"James McCarthy","Republic of Ireland","LDM",8,"Everton","Sub",16,"09/02/2013",2020,81,"180 cm","72 kg","Right","11/12/1990",26,"CDM/CM"
332,"Camacho","Spain",,,"Málaga CF","RDM",6,"12/28/2010",2019,81,"182 cm","75 kg","Right","05/04/1990",26,"CDM/CM"
333,"Paulinho","Brazil","RCM",15,"Free Agents","Res",99,"07/02/2015",2019,81,"182 cm","77 kg","Right","07/25/1988",28,"CM/CDM"
334,"Alan Dzagoev","Russia","LDM",10,"CSKA Moscow","RDM",10,"01/01/2008",2019,81,"179 cm","75 kg","Right","06/17/1990",26,"CM/LM"
335,"Igor Smolnikov","Russia",,,"Zenit","Sub",19,"08/13/2013",2020,81,"178 cm","70 kg","Right","08/08/1988",28,"RB"
336,"Lars Stindl","Germany",,,"Bor. Mgladbach","RS",13,"07/01/2015",2020,81,"181 cm","80 kg","Right","08/26/1988",28,"CAM/CF"
337,"Mario Balotelli","Italy",,,"OGC Nice","ST",9,"09/01/2016",2018,81,"189 cm","88 kg","Right","08/12/1990",26,"ST"
338,"Wojciech Szczesny","Poland","Sub",1,"Roma","GK",1,"07/01/2008",2018,81,"196 cm","84 kg","Right","04/18/1990",26,"GK"
339,"Nikola Kalinic","Croatia",,,"Fiorentina","ST",9,"08/18/2015",2019,81,"187 cm","80 kg","Right","01/05/1988",29,"ST"
340,"Mikel San José","Spain",,,"Athletic Bilbao","RCM",6,"07/01/2010",2020,81,"186 cm","77 kg","Right","05/30/1989",27,"CM"
341,"Christian Benteke","Belgium","Sub",20,"Crystal Palace","ST",17,"08/20/2016",2020,81,"190 cm","83 kg","Right","12/03/1990",26,"ST"
342,"Marco Parolo","Italy","RCM",18,"Lazio","RCM",16,"07/01/2014",2020,81,"184 cm","75 kg","Right","01/25/1985",32,"CM/CDM"
343,"Ljubomir Fejsa","Serbia",,,"SL Benfica","CDM",5,"08/24/2013",2019,81,"185 cm","80 kg","Right","08/14/1988",28,"CDM"
344,"Martín Cáceres","Uruguay",,,"Southampton","Res",12,"02/16/2017",2017,81,"180 cm","78 kg","Right","04/07/1987",29,"CB/RB"
345,"Georginio Wijnaldum","Netherlands","RCM",8,"Liverpool","LCM",5,"07/26/2016",2021,81,"175 cm","74 kg","Right","11/11/1990",26,"CM/CAM"
346,"Federico Fazio","Argentina",,,"Roma","CB",20,"08/27/2014",2018,81,"195 cm","85 kg","Right","03/17/1987",30,"CB"
347,"Simon Kjær","Denmark","RCB",4,"Fenerbahçe","RCB",4,"06/17/2015",2019,81,"189 cm","90 kg","Right","03/26/1989",28,"CB"
348,"Loïc Rémy","France",,,"Crystal Palace","Sub",8,"08/31/2014",2018,81,"185 cm","80 kg","Right","01/02/1987",30,"ST"
349,"Miguel Layún","Mexico","LCM",7,"FC Porto","Sub",21,"01/01/2016",2020,81,"179 cm","69 kg","Right","06/25/1988",28,"LB/RB"
350,"Adán","Spain",,,"Real Betis","GK",13,"01/27/2014",2019,81,"191 cm","88 kg","Left","05/13/1987",29,"GK"
351,"Benoît Trémoulinas","France",,,"Sevilla FC","Res",2,"08/26/2014",2017,81,"172 cm","65 kg","Left","12/28/1985",31,"LB"
352,"Sven Bender","Germany",,,"Bor. Dortmund","Res",6,"07/01/2009",2021,81,"186 cm","78 kg","Right","04/27/1989",27,"CB/CDM"
353,"Mathieu Valbuena","France",,,"Olym. Lyonnais","Sub",28,"08/11/2015",2018,81,"167 cm","58 kg","Right","09/28/1984",32,"LW/CAM"
354,"Bojan","Spain",,,"1. FSV Mainz 05","Sub",10,"07/22/2014",2020,81,"170 cm","65 kg","Right","08/28/1990",26,"CAM/ST"
355,"Augusto Fernández","Argentina",,,"Atlético Madrid","Sub",12,"01/04/2016",2019,81,"177 cm","71 kg","Right","04/10/1986",30,"CM"
356,"Antonio Candreva","Italy","RM",6,"Inter","RAM",87,"08/03/2016",2020,81,"180 cm","70 kg","Right","02/28/1987",30,"RW/CAM"
357,"Davide Astori","Italy","Sub",13,"Fiorentina","LCB",13,"08/04/2015",2019,81,"188 cm","80 kg","Left","01/07/1987",30,"CB"
358,"Raúl García","Spain",,,"Athletic Bilbao","CAM",22,"08/31/2015",2019,81,"184 cm","81 kg","Right","07/11/1986",30,"CAM"
359,"Giovani dos Santos","Mexico",,,"LA Galaxy","Sub",10,"07/16/2015",2023,81,"175 cm","74 kg","Left","05/11/1989",27,"CF/ST"
360,"Erik Lamela","Argentina",,,"Spurs","Sub",11,"08/30/2013",2018,81,"181 cm","80 kg","Left","03/04/1992",25,"RM/LM"
361,"Ryan Shawcross","England",,,"Stoke City","RCB",17,"01/17/2008",2018,81,"191 cm","76 kg","Right","10/04/1987",29,"CB"
